0,a case when you might want to take someone elses shit ,Disgusting Maybe but Treatment Works Study Finds
3.2,Good article on the economics & culture that fuels pro cycling. NYTimes Looking Upstream in Doping Cases,Critics Take a Look Upstream in Doping Scandals
4.4,WalMart Plans to Hire Any Veteran Who Wants a Job,WalMart to Announce Extensive Plan to Hire Veterans
3.4,awful way to go out  At least 220 killed in Brazil nightclub fire ",Hundreds killed in Brazil nightclub fire
4.4,The importance of taking a day off,The importance of a stop day
2,Care of the Elderly the opportunity of food is more than meals on wheels.,Study More to Meal Delivery Than Food
3.6,NYTimes Talking Walking Objects (this is a fantasy world for geeky me),Opinion Our Talking Walking Objects
4,I think a bunch of UCI suits need to change their pants NYTimes Armstrong Admits Doping and Says He Will Testify,Armstrong Admits Doping and Says He Will Testify Against Cycling Officials
4.2,What a dope(r)  NYTimes Armstrong Admits Doping and Says He Will Testify,Armstrong Admits Doping and Says He Will Testify Against Cycling Officials
4.2,Million Man March Threatens Pakistan Capital  CNN,Million Man March promises to paralyze Pakistani capital
0.2,This is gonna be fantastic for entertainment,South Park Creators to Start Company Important Studios
4.2, Voice of Charlie Brown arrested charged. " Please tell me he said good grief ,Good grief Charlie Brown actor charged
3, is this antifree speech new French law about Twitter must identify racist antiSemitic posters  via,French court Twitter must identify racist users
4.6,Flu season is here lets clear something up "Do I Need a Flu Shot if Ive Had the Flu",Ask Well Do I Need a Flu Shot if Ive Had the Flu
5,Kobe Bryant wife say they are calling off divorce ,Kobe Bryant and wife call off divorce
1.6,Inspiring article by Chelsea Clinton about volunteering this Saturday  National Day of Service,Clinton We can make a difference
3,Did you read the  Opinionator the relationship between parents & teachers Liza Lee was interviewed.  edchat,Opinionator | Schooling The Dicey ParentTeacher Duet
2,MT  Design Now Rivals Technology in Importance,Disruptions Disruptions Design Is Driving Technology Forward
3.8,uhhhh 10 reasons we cant get enough Gosling yummie,Why we cant get enough Gosling (Duh)
4.6,Java vulnerability due to incomplete patch (from ),Critical Java vulnerability due to incomplete earlier patch
2.2,NYTimes GREAT OBIT on Dear Abby.,Pauline Phillips Flinty Adviser to Millions as Dear Abby Dies at 94
2.8,Robots making US more competitive in manufacturing,Robot Makers Spread Global Gospel of Automation
4,Floridas Burmese Python issue leads to snake killing contest.   ,Florida tackling python problem with hunting contest
4.4,Homicide Tracking Site Expanding to Chicago  Love it. Great call & Congrats,Media Decoder Blog Homicide Tracking Site Expanding to Chicago
3.4,180  At least 90 killed in Brazil nightclub fire ,Hundreds killed in Brazil nightclub fire
4,Are you better off "playing for a tie" in investing,Strategies In Investing at Least It Makes Sense to Play for a Tie
4.2,Boost Your Flu Shot Response With Exercise,Exercise Can Boost Flu Shots Potency
4,For Obamas New Term Start Here  Nick Kristof for NYT,OpEd Columnist For Obamas Second Term Start Here
3.4,Worst nightmare  At least 245 killed in Brazil nightclub fire Update ",Hundreds killed in Brazil nightclub fire
4.4,Anyone tried this Amazon giving you free MP3s your CDs,Amazon giving you free MP3s of your CDs
1,Damn maybe I shouldnt be so sanguine about the London fog,Helicopter crashes in London rush hour
3,NYC school bus drivers go on strike  NYC school bus corruption & in some cases organized crime,New York School Bus Drivers Go on Strike
2.8,How about a path to citizenship for those already caught crossing the border  Citizenship Path in One Fast Push,Obama Will Seek Citizenship Path in One Fast Push
3.6,Good Read. Agree  Mostly  Parents Financial Support May Not Help College Grades  ",Parents Financial Support Linked to College Grades
4.2,J.J. Abrams set to direct Star Wars Episode VII,J.J. Abrams to Direct Next Star Wars Movie
3.4,To face someone that already shot a student   Im no hero says teacher who talked down armed student. ",Teacher talks armed student into giving up police say
1.6,() Brazil hosts largest fag parade in the world. FagsDoomNations 245 people killed in Brazil club fire.,Hundreds killed in Brazil nightclub fire
3.6,Tea Party Unhappy. Fox News Fires Sarah Palin,Fox News and Sarah Palin Part Ways
4.2,on point 5 Wine Words Not to Fear,The Pour In Describing Wines 5 Words Not to Fear
5,See also NYTimes In Quebec a Celebration on Skis,In Quebec a Winter Celebration on Skis
1.2,Life begins at conception unless cas is involved.,Catholic hospitals lawyers argue fetus not a person
3.4,This would be a very very bad idea DPRK. North Korea threatens South Korea ove UN sanctions,North Korea Turns Its Ire on South Korea
3.4,In N.A.A.C.P. Industry Gets Ally Against Soda Ban  hmmmmmmmm . . . .,In Court N.A.A.C.P. Adds Voice Against Bloombergs Soda Ban
4.2,About damn time New York governor signs nations first guncontrol bill since Newtown ,New York to pass first gun control bill since Newtown shooting
5,Unemployment in Spain Climbs Again With No Relief in Sight ,Spanish Joblessness Climbs Again With No Relief in Sight
0.6,Timothy Cook Apples CEO said the pipeline of products was chockfull. We feel great about what we have in store,Apples Profits Are Flat and Stock Drops
3.4,Read that Facebook has launched a new tool () to search its huge database of social graph data.,Bits Blog Facebook Unveils a New Search Tool
4,Dont know why I cant stop reading about him  A Data Crusader a Defendant and Now a Cause,Aaron Swartz a Data Crusader and Now a Cause
3.8,I wish I could see this it sounds cool Second Stage Adds Nobody Loves You,ArtsBeat Second Stage Theater Adds Nobody Loves You
4.4,NYTimes LindaRissPugach Whose Life Was Ripped From Headlines Dies at 75  crazylove,Linda Riss Pugach 19372013 Linda Riss Pugach Whose Life Was Ripped From Headlines Dies at 75
1,3D version of Top Gun was rejected by Chinas censors. The line "religion is darkness in "Life of Pi" gt the X too,In Hollywood Movies for China Bureaucrats Want a Say
1.6,.  Kobe just saved about $100 Mil,Kobe Bryant and wife call off divorce
3.6,NY Times Communications Executive Bob Christie Is Leaving . One of the industrys few good spokespeople.,Times Communications Executive Is Leaving
3.8,RIP I have no words ( At least 245 killed in Brazil nightclub fire ,Hundreds killed in Brazil nightclub fire
4.4,Property Values What You Get for   $1.6 Million,Property Values Real Estate for $1.6 Million
0,Twolves fans should read this piece on KG by  in the NYTimes,Either With Him or Against Him
2.6,India is a shockingly bad place to be a woman  how can it be so backwards,Indias New Focus on Rape Shows Only the Surface of Womens Perils
1,Be careful what you eat  particularly at restaurants,9 calorie bombs at restaurants
4.8,Britain’s Prime Minister Defends Decision to Seek Vote on EuropeanUnion,U.K. Prime Minister Defends Decision to Seek E.U. Vote
4,Where in the world is Àfrica Selection of the Boeing 787s Battery Maker Raises Questions,Common Sense Selection of the Boeing 787s Battery Maker Raises Questions
2,women have taken their posts with such seamless calm that the country barely noticed.,OpEd Columnist Military Women and the Front Lines
3.8,Justice Thomas hasnt said a single word in the Supreme Court in 7 years.He broke his silence.He said "Well he did not",Justice Thomas Breaks His Silence in Court
3.8,Kids cant trust anyone  50 arrested in Florida child sex sting  including several teachers ",Teachers among 50 arrested in child sex sting
3.4,Pentagon to lift combat ban,Pentagon ends ban on women in combat
3.6,U.S. other nations ground Boeing Dreamliners over fire risk  (CNN),U.S. other nations ground Dreamliners
1.25,I dont normally agree with former PM John Howard  but he is spot on about gun control in the US,OpEd Contributor Australia Banned Assault Weapons. America Can Too.
3.2,Need a rubber stamp of Chairman Mao or Lady Godiva on her horse Ink Pad in the W. Village has got em. NabeJoint,Neighborhood Joint | West Village 10000 Rubber Stamps at Ink Pad in the West Village
4.2,HE Arts Beat Producer Says James Brown Biopic Is Finally a Go The producers says hes gotten the rights from th ,ArtsBeat James Brown Biopic Finally Gets Go Ahead
3.6,This is interesting  NYTimes Parents Financial Support May Not Help College Grades,Parents Financial Support Linked to College Grades
4.2,Ishikawa and Wiratchant Invited to Augusta,Ryo Ishikawa and Thaworn Wiratchant Get Invites to Masters
2,Great ideaShould make capital gains regressive over time based upon how long capital invested  StartupAct",Are we living the capitalists dilemma
1.2,Pentagon breaking news this going to be a big debate.,Pentagon to open combat jobs to women
3.8,Omo dey go tey  Opinion Nigerians still waiting for their African Spring Sowore ,Nigeria waits for African Spring
4.6,Not in my diet but hamburger eaters should be aware *Horsemeat found in hamburgers in Britain & Ireland ,Horsemeat found in hamburgers in Britain and Ireland
4.8,Online internet Aaron Swartz  commits suicide relative says,Online activist Aaron Swartz commits suicide
4.2,Got a flu shot Exercising can make it work even better. from,Exercise Can Boost Flu Shots Potency
1,For Armstrong its about rebuilding a revenue stream the same as always.  doprah,For Armstrong a Confession Without Explanation
3.4,Disruptions Design Rivals Technology in Importance    Nice quotes,Disruptions Disruptions Design Is Driving Technology Forward
4,Before there was Dear Sugar there was Deary Abby Pauline Phillips Flinty Adviser to Millions Dies at 94,Pauline Phillips Flinty Adviser to Millions as Dear Abby Dies at 94
4.6,"France Is Increasing Security at Sites in Niger and at Home."  Uranium Mali,France Is Increasing Security at Uranium Sites in Niger
2.4,On trial over the illegal use of sea unicorn parts  dailywhale,2 Linked to Smuggling Narwhal Tusks Plead Not Guilty
1.4,N. Korea defiant on U.N. sanctions,U.N. Security Council slams North Korea expands sanctions
5,Training Tips From Star Athletes  motivation fitness,Personal Best Training Insights From Star Athletes
2.75,Interesting article She’s (Rarely) the Boss,OpEd Columnist Shes (Rarely) the Boss
3.25,Christensen We are living capitalists dilemma,Are we living the capitalists dilemma
0.8,the ginger in me loves that worlds 1 bachelor is part of the gingerfamily,Prince Harry most eligible bachelor
4.2, HMV gone into bankruptcy equivalent ,DealBook British Retailer HMV Enters Equivalent of Bankruptcy
3,Really people  Readers sue Lance Armstrong for book refund after doping admission ,Readers sue Armstrong for book refund
3.8,British Woman Sentenced to Death in Bali Drug Case,British Grandmother Sentenced to Death for Smuggling Cocaine Into Bali
4,DAILY REVIEW Selected Letters of William Styron  Review,Selected Letters of William Styron
